session_id,duration,segments,tokens,speakers,speech_ratio,overlap_ratio,speaker_imbalance,english_ratio,rms_db,noise_floor_db,dynamic_range_db,clipping_ratio,wav_sha256,transcript_sha256,fold
097,44.736125,23,184,5,0.76492991,0.10227937,0.40402969,0.0,-18.756951,-53.506432,39.77005,0.0,369b77a23a11ee29a5cb94dd1965a75abcbb7606af44195d107b7dd9da427a8d,dcf304ea4c22ee8ada2599e300d9578f817ea629d92021fdbccfb0b79aa92820,2
098,42.548063,27,168,5,0.81437316,0.08023088,0.45150948,0.0,-19.574467,-50.921669,35.959454,0.0,fb450b42f5dcbe0613df4c43cca74fb0489ead8e6ed09fec70da98e865622e8e,44c4120ec6b6ce0da592405655003dbdca8902033e2a87d8d00bd2c28846b84e,1
099,44.94,21,164,5,0.75456164,0.04335004,0.29790842,0.0,-17.652685,-53.645519,41.319782,0.0,4c8a7cb57da159374b48dcc6b0730328698cfaec5c492d6d0ea3fabc815618e2,5406e58cf6447885f75eee009f434711e96a72a1722684751fc080f8af8d558e,3
100,42.22,17,183,4,0.86712459,0.06582901,0.38851871,0.0,-19.684772,-48.636696,33.586178,0.0,a5a29f8dba84f522d92047d6c96e7281cf5b566c446673fcfb5293347d7091d3,f53863c0e9e38f6bc83ceb27ee4ae6cc83feb0b459c6a7314d0a2d0abd2f8050,3
101,40.01,21,186,6,0.85153712,0.06868213,0.35843373,0.01075269,-20.532174,-52.268711,35.821861,0.0,295e7678ed94a42abcc106264dea8d5301c657f47d49233d9c3d1709484221a8,3c1a7b691468bb80659dc156c0c6ea44686d763651f344b95df88ca03d8453d3,1
102,39.05,18,165,5,0.78233035,0.09525368,0.49790795,0.0,-18.844981,-49.885654,36.223602,0.0,4b7a025ee41c241f25c4d4084fba0073682b5e58c30d1a1fea797c5e6ad0b399,ff317ba8c988b82f8d93e204bf9b56f2fbd09e2b5bc133750b8197889dead92b,1
103,43.95,20,160,4,0.71422071,0.09429755,0.35196507,0.0,-20.730693,-48.698082,32.854984,0.0,9b9f2d96374966f6834b7adeac92023e9b7063d1967f9549594bc701d430d7b8,3f55cf26c343df7505cd36e5f2723e9c8470b35d75cf5cecc591338c36c48cd3,4
104,43.220062,24,236,4,0.89148413,0.05476252,0.55265748,0.0,-20.701174,-44.899834,28.515003,0.0,c356fa60d2d730d1b39c320af3ed3cfec5129a8324eea9898985ce5268030504,a2f99146881e31cc711c101b35460698cb27cb92089071cc99fd0ca2126f30d9,3
105,42.57,26,223,3,0.87996241,0.09476775,0.60180444,0.0,-22.156754,-49.108662,31.237984,0.0,1cb9315b8c3e6e4a5150e64a700f308ea99d137cfd3ac09c354a4f8f4f195e44,815cff10142e86467e615b82275d5e04f25a84d91bb5aabda8d2dfb6ddfa0b99,0
106,43.459938,19,153,4,0.69765402,0.10488127,0.52029851,0.00653595,-19.661327,-51.180534,36.42765,0.0,b840cc4a1d46981badb67edabcc05f95a6623dc244b2e5bb5a6d209b33046a77,cb0a7424df555b3f6c1b7d1d674eed71c9309fe843c370939850cf1cc1dc10d1,0
